fold;genotipo_treino;genotipo_teste;split;indice_amostra;nomenclaura;bloco;genotipo;condicao;data_coleta;turno;dia
1;BR16+CD202;EMB48;treino;315;B4_CD202_NIRRIG_REPROD00003.asd;B4;CD202;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;treino;316;B4_CD202_NIRRIG_REPROD00004.asd;B4;CD202;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;treino;317;B4_CD202_NIRRIG_REPROD00005.asd;B4;CD202;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;treino;318;B4_CD202_NIRRIG_REPROD00006.asd;B4;CD202;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;treino;319;B4_CD202_NIRRIG_REPROD00007.asd;B4;CD202;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;320;B1_EMB48_IRRIG_REPROD00000.asd;B1;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;321;B1_EMB48_IRRIG_REPROD00001.asd;B1;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;322;B1_EMB48_IRRIG_REPROD00002.asd;B1;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;323;B1_EMB48_IRRIG_REPROD00003.asd;B1;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;324;B1_EMB48_IRRIG_REPROD00004.asd;B1;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;325;B1_EMB48_IRRIG_REPROD00005.asd;B1;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;326;B1_EMB48_IRRIG_REPROD00006.asd;B1;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;327;B1_EMB48_IRRIG_REPROD00007.asd;B1;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;328;B1_EMB48_NIRRIG_REPROD00000.asd;B1;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;329;B1_EMB48_NIRRIG_REPROD00001.asd;B1;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;330;B1_EMB48_NIRRIG_REPROD00002.asd;B1;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;331;B1_EMB48_NIRRIG_REPROD00003.asd;B1;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;332;B1_EMB48_NIRRIG_REPROD00004.asd;B1;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;333;B1_EMB48_NIRRIG_REPROD00005.asd;B1;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;334;B1_EMB48_NIRRIG_REPROD00006.asd;B1;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;335;B1_EMB48_NIRRIG_REPROD00007.asd;B1;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;336;B2_EMB48_IRRIG_REPROD00000.asd;B2;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;337;B2_EMB48_IRRIG_REPROD00001.asd;B2;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;338;B2_EMB48_IRRIG_REPROD00002.asd;B2;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;339;B2_EMB48_IRRIG_REPROD00003.asd;B2;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;340;B2_EMB48_IRRIG_REPROD00004.asd;B2;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;341;B2_EMB48_IRRIG_REPROD00005.asd;B2;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;342;B2_EMB48_IRRIG_REPROD00006.asd;B2;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;343;B2_EMB48_IRRIG_REPROD00007.asd;B2;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;344;B2_EMB48_NIRRIG_REPROD00000.asd;B2;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;345;B2_EMB48_NIRRIG_REPROD00001.asd;B2;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;346;B2_EMB48_NIRRIG_REPROD00002.asd;B2;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;347;B2_EMB48_NIRRIG_REPROD00003.asd;B2;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;348;B2_EMB48_NIRRIG_REPROD00004.asd;B2;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;349;B2_EMB48_NIRRIG_REPROD00005.asd;B2;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;350;B2_EMB48_NIRRIG_REPROD00006.asd;B2;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;351;B2_EMB48_NIRRIG_REPROD00007.asd;B2;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;352;B3_EMB48_IRRIG_REPROD00000.asd;B3;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;353;B3_EMB48_IRRIG_REPROD00001.asd;B3;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;354;B3_EMB48_IRRIG_REPROD00002.asd;B3;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;355;B3_EMB48_IRRIG_REPROD00003.asd;B3;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;356;B3_EMB48_IRRIG_REPROD00004.asd;B3;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;357;B3_EMB48_IRRIG_REPROD00005.asd;B3;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;358;B3_EMB48_IRRIG_REPROD00006.asd;B3;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;359;B3_EMB48_IRRIG_REPROD00007.asd;B3;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;360;B3_EMB48_NIRRIG_REPROD00000.asd;B3;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;361;B3_EMB48_NIRRIG_REPROD00001.asd;B3;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;362;B3_EMB48_NIRRIG_REPROD00002.asd;B3;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;363;B3_EMB48_NIRRIG_REPROD00003.asd;B3;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;364;B3_EMB48_NIRRIG_REPROD00004.asd;B3;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;365;B3_EMB48_NIRRIG_REPROD00005.asd;B3;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;366;B3_EMB48_NIRRIG_REPROD00006.asd;B3;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;367;B3_EMB48_NIRRIG_REPROD00007.asd;B3;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;368;B4_EMB48_IRRIG_REPROD00000.asd;B4;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;369;B4_EMB48_IRRIG_REPROD00001.asd;B4;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;370;B4_EMB48_IRRIG_REPROD00002.asd;B4;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;371;B4_EMB48_IRRIG_REPROD00003.asd;B4;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;372;B4_EMB48_IRRIG_REPROD00004.asd;B4;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;373;B4_EMB48_IRRIG_REPROD00005.asd;B4;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;374;B4_EMB48_IRRIG_REPROD00006.asd;B4;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;375;B4_EMB48_IRRIG_REPROD00007.asd;B4;EMB48;IRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;376;B4_EMB48_NIRRIG_REPROD00000.asd;B4;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;377;B4_EMB48_NIRRIG_REPROD00001.asd;B4;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;378;B4_EMB48_NIRRIG_REPROD00002.asd;B4;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;379;B4_EMB48_NIRRIG_REPROD00003.asd;B4;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;380;B4_EMB48_NIRRIG_REPROD00004.asd;B4;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;381;B4_EMB48_NIRRIG_REPROD00005.asd;B4;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;382;B4_EMB48_NIRRIG_REPROD00006.asd;B4;EMB48;NIRRIG;D03M;manha;D03
1;BR16+CD202;EMB48;teste;383;B4_EMB48_NIRRIG_REPROD00007.asd;B4;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;192;B1_BR16_IRRIG_REPROD00000.asd;B1;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;193;B1_BR16_IRRIG_REPROD00001.asd;B1;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;194;B1_BR16_IRRIG_REPROD00002.asd;B1;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;195;B1_BR16_IRRIG_REPROD00003.asd;B1;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;196;B1_BR16_IRRIG_REPROD00004.asd;B1;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;197;B1_BR16_IRRIG_REPROD00005.asd;B1;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;198;B1_BR16_IRRIG_REPROD00006.asd;B1;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;199;B1_BR16_IRRIG_REPROD00007.asd;B1;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;200;B1_BR16_NIRRIG_REPROD00000.asd;B1;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;201;B1_BR16_NIRRIG_REPROD00001.asd;B1;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;202;B1_BR16_NIRRIG_REPROD00002.asd;B1;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;203;B1_BR16_NIRRIG_REPROD00003.asd;B1;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;204;B1_BR16_NIRRIG_REPROD00004.asd;B1;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;205;B1_BR16_NIRRIG_REPROD00005.asd;B1;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;206;B1_BR16_NIRRIG_REPROD00006.asd;B1;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;207;B1_BR16_NIRRIG_REPROD00007.asd;B1;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;208;B2_BR16_IRRIG_REPROD00000.asd;B2;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;209;B2_BR16_IRRIG_REPROD00001.asd;B2;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;210;B2_BR16_IRRIG_REPROD00002.asd;B2;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;211;B2_BR16_IRRIG_REPROD00003.asd;B2;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;212;B2_BR16_IRRIG_REPROD00004.asd;B2;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;213;B2_BR16_IRRIG_REPROD00005.asd;B2;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;214;B2_BR16_IRRIG_REPROD00006.asd;B2;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;215;B2_BR16_IRRIG_REPROD00007.asd;B2;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;216;B2_BR16_NIRRIG_REPROD00000.asd;B2;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;217;B2_BR16_NIRRIG_REPROD00001.asd;B2;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;218;B2_BR16_NIRRIG_REPROD00002.asd;B2;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;219;B2_BR16_NIRRIG_REPROD00003.asd;B2;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;220;B2_BR16_NIRRIG_REPROD00004.asd;B2;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;221;B2_BR16_NIRRIG_REPROD00005.asd;B2;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;222;B2_BR16_NIRRIG_REPROD00006.asd;B2;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;223;B2_BR16_NIRRIG_REPROD00007.asd;B2;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;224;B3_BR16_IRRIG_REPROD00000.asd;B3;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;225;B3_BR16_IRRIG_REPROD00001.asd;B3;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;226;B3_BR16_IRRIG_REPROD00002.asd;B3;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;227;B3_BR16_IRRIG_REPROD00003.asd;B3;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;228;B3_BR16_IRRIG_REPROD00004.asd;B3;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;229;B3_BR16_IRRIG_REPROD00005.asd;B3;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;230;B3_BR16_IRRIG_REPROD00006.asd;B3;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;231;B3_BR16_IRRIG_REPROD00007.asd;B3;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;232;B3_BR16_NIRRIG_REPROD00000.asd;B3;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;233;B3_BR16_NIRRIG_REPROD00001.asd;B3;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;234;B3_BR16_NIRRIG_REPROD00002.asd;B3;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;235;B3_BR16_NIRRIG_REPROD00003.asd;B3;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;236;B3_BR16_NIRRIG_REPROD00004.asd;B3;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;237;B3_BR16_NIRRIG_REPROD00005.asd;B3;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;238;B3_BR16_NIRRIG_REPROD00006.asd;B3;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;239;B3_BR16_NIRRIG_REPROD00007.asd;B3;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;240;B4_BR16_IRRIG_REPROD00000.asd;B4;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;241;B4_BR16_IRRIG_REPROD00001.asd;B4;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;242;B4_BR16_IRRIG_REPROD00002.asd;B4;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;243;B4_BR16_IRRIG_REPROD00003.asd;B4;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;244;B4_BR16_IRRIG_REPROD00004.asd;B4;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;245;B4_BR16_IRRIG_REPROD00005.asd;B4;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;246;B4_BR16_IRRIG_REPROD00006.asd;B4;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;247;B4_BR16_IRRIG_REPROD00007.asd;B4;BR16;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;248;B4_BR16_NIRRIG_REPROD00000.asd;B4;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;249;B4_BR16_NIRRIG_REPROD00001.asd;B4;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;250;B4_BR16_NIRRIG_REPROD00002.asd;B4;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;251;B4_BR16_NIRRIG_REPROD00003.asd;B4;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;252;B4_BR16_NIRRIG_REPROD00004.asd;B4;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;253;B4_BR16_NIRRIG_REPROD00005.asd;B4;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;254;B4_BR16_NIRRIG_REPROD00006.asd;B4;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;255;B4_BR16_NIRRIG_REPROD00007.asd;B4;BR16;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;320;B1_EMB48_IRRIG_REPROD00000.asd;B1;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;321;B1_EMB48_IRRIG_REPROD00001.asd;B1;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;322;B1_EMB48_IRRIG_REPROD00002.asd;B1;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;323;B1_EMB48_IRRIG_REPROD00003.asd;B1;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;324;B1_EMB48_IRRIG_REPROD00004.asd;B1;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;325;B1_EMB48_IRRIG_REPROD00005.asd;B1;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;326;B1_EMB48_IRRIG_REPROD00006.asd;B1;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;327;B1_EMB48_IRRIG_REPROD00007.asd;B1;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;328;B1_EMB48_NIRRIG_REPROD00000.asd;B1;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;329;B1_EMB48_NIRRIG_REPROD00001.asd;B1;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;330;B1_EMB48_NIRRIG_REPROD00002.asd;B1;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;331;B1_EMB48_NIRRIG_REPROD00003.asd;B1;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;332;B1_EMB48_NIRRIG_REPROD00004.asd;B1;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;333;B1_EMB48_NIRRIG_REPROD00005.asd;B1;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;334;B1_EMB48_NIRRIG_REPROD00006.asd;B1;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;335;B1_EMB48_NIRRIG_REPROD00007.asd;B1;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;336;B2_EMB48_IRRIG_REPROD00000.asd;B2;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;337;B2_EMB48_IRRIG_REPROD00001.asd;B2;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;338;B2_EMB48_IRRIG_REPROD00002.asd;B2;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;339;B2_EMB48_IRRIG_REPROD00003.asd;B2;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;340;B2_EMB48_IRRIG_REPROD00004.asd;B2;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;341;B2_EMB48_IRRIG_REPROD00005.asd;B2;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;342;B2_EMB48_IRRIG_REPROD00006.asd;B2;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;343;B2_EMB48_IRRIG_REPROD00007.asd;B2;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;344;B2_EMB48_NIRRIG_REPROD00000.asd;B2;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;345;B2_EMB48_NIRRIG_REPROD00001.asd;B2;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;346;B2_EMB48_NIRRIG_REPROD00002.asd;B2;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;347;B2_EMB48_NIRRIG_REPROD00003.asd;B2;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;348;B2_EMB48_NIRRIG_REPROD00004.asd;B2;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;349;B2_EMB48_NIRRIG_REPROD00005.asd;B2;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;350;B2_EMB48_NIRRIG_REPROD00006.asd;B2;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;351;B2_EMB48_NIRRIG_REPROD00007.asd;B2;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;352;B3_EMB48_IRRIG_REPROD00000.asd;B3;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;353;B3_EMB48_IRRIG_REPROD00001.asd;B3;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;354;B3_EMB48_IRRIG_REPROD00002.asd;B3;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;355;B3_EMB48_IRRIG_REPROD00003.asd;B3;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;356;B3_EMB48_IRRIG_REPROD00004.asd;B3;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;357;B3_EMB48_IRRIG_REPROD00005.asd;B3;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;358;B3_EMB48_IRRIG_REPROD00006.asd;B3;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;359;B3_EMB48_IRRIG_REPROD00007.asd;B3;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;360;B3_EMB48_NIRRIG_REPROD00000.asd;B3;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;361;B3_EMB48_NIRRIG_REPROD00001.asd;B3;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;362;B3_EMB48_NIRRIG_REPROD00002.asd;B3;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;363;B3_EMB48_NIRRIG_REPROD00003.asd;B3;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;364;B3_EMB48_NIRRIG_REPROD00004.asd;B3;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;365;B3_EMB48_NIRRIG_REPROD00005.asd;B3;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;366;B3_EMB48_NIRRIG_REPROD00006.asd;B3;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;367;B3_EMB48_NIRRIG_REPROD00007.asd;B3;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;368;B4_EMB48_IRRIG_REPROD00000.asd;B4;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;369;B4_EMB48_IRRIG_REPROD00001.asd;B4;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;370;B4_EMB48_IRRIG_REPROD00002.asd;B4;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;371;B4_EMB48_IRRIG_REPROD00003.asd;B4;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;372;B4_EMB48_IRRIG_REPROD00004.asd;B4;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;373;B4_EMB48_IRRIG_REPROD00005.asd;B4;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;374;B4_EMB48_IRRIG_REPROD00006.asd;B4;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;375;B4_EMB48_IRRIG_REPROD00007.asd;B4;EMB48;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;376;B4_EMB48_NIRRIG_REPROD00000.asd;B4;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;377;B4_EMB48_NIRRIG_REPROD00001.asd;B4;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;378;B4_EMB48_NIRRIG_REPROD00002.asd;B4;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;379;B4_EMB48_NIRRIG_REPROD00003.asd;B4;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;380;B4_EMB48_NIRRIG_REPROD00004.asd;B4;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;381;B4_EMB48_NIRRIG_REPROD00005.asd;B4;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;382;B4_EMB48_NIRRIG_REPROD00006.asd;B4;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;treino;383;B4_EMB48_NIRRIG_REPROD00007.asd;B4;EMB48;NIRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;teste;256;B1_CD202_IRRIG_REPROD00000.asd;B1;CD202;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;teste;257;B1_CD202_IRRIG_REPROD00001.asd;B1;CD202;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;teste;258;B1_CD202_IRRIG_REPROD00002.asd;B1;CD202;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;teste;259;B1_CD202_IRRIG_REPROD00003.asd;B1;CD202;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;teste;260;B1_CD202_IRRIG_REPROD00004.asd;B1;CD202;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;teste;261;B1_CD202_IRRIG_REPROD00005.asd;B1;CD202;IRRIG;D03M;manha;D03
2;BR16+EMB48;CD202;teste;262;B1_CD202_IRRIG_REPROD00006.asd;B1;CD202;IRRIG;D03M;manha;D03
